-62,-66,145,145
-26,-43,139,139
51,4,141,141
160,74,137,137
253,136,134,134
309,172,135,135
331,189,133,133
332,192,133,133
321,186,132,132
309,179,126,126
294,164,125,125
280,150,125,125
275,140,110,110
267,129,110,110
259,121,110,110
252,113,110,110
245,104,110,110
241,100,110,110
239,99,110,110
255,121,110,110
259,143,110,110
262,156,110,110
237,169,110,110
220,175,110,110
211,177,110,110
206,177,110,110
198,172,110,110
195,168,110,110
194,164,110,110
193,164,110,110
193,164,110,110
194,164,110,110
194,165,110,110
195,166,110,110
198,164,110,110
203,161,110,110
206,160,110,110
203,134,146,146
217,126,152,152
235,127,144,144
249,130,142,142
256,130,146,146
264,127,150,150
269,131,150,150
271,137,150,150
262,138,165,165
261,143,161,161
248,135,176,176
239,131,182,182
233,127,184,184
228,125,182,182
218,119,190,190
211,113,196,196
206,109,202,202
