242,120,145,145
249,123,139,139
246,125,141,141
246,131,137,137
246,134,134,134
248,134,135,135
247,136,133,133
246,138,133,133
246,138,132,132
249,139,126,126
251,130,125,125
251,130,125,125
257,125,110,110
257,125,110,110
255,123,110,110
250,115,110,110
245,108,110,110
245,108,110,110
245,108,110,110
272,146,110,110
262,156,110,110
262,156,110,110
216,166,110,110
216,166,110,110
216,166,110,110
216,166,110,110
205,160,110,110
205,160,110,110
205,160,110,110
201,164,110,110
201,164,110,110
201,164,110,110
199,166,110,110
199,166,110,110
202,163,110,110
208,160,110,110
208,160,110,110
212,131,146,146
222,126,152,152
234,131,144,144
243,136,142,142
247,136,146,146
255,129,150,150
257,136,150,150
258,142,150,150
249,141,165,165
250,142,161,161
240,130,176,176
233,127,182,182
229,123,184,184
227,123,182,182
218,119,190,190
214,112,196,196
210,110,202,202
