113,120,146,146
115,119,147,147
115,119,147,147
117,119,148,148
119,119,148,148
119,118,149,149
119,119,149,149
123,118,149,149
123,119,147,147
127,118,147,147
129,119,146,146
129,118,148,148
131,117,147,147
131,117,150,150
135,117,148,148
136,117,147,147
138,117,146,146
140,116,146,146
139,117,145,145
137,116,148,148
136,113,151,151
138,115,147,147
134,114,149,149
131,114,147,147
129,113,148,148
130,115,148,148
129,114,148,148
126,113,147,147
128,113,148,148
129,114,146,146
127,113,150,150
132,115,147,147
137,118,141,141
138,116,144,144
134,116,149,149
140,117,145,145
141,118,144,144
143,119,144,144
144,119,142,142
144,119,144,144
145,118,143,143
145,117,144,144
150,120,140,140
150,120,140,140
150,120,139,139
149,117,143,143
152,118,142,142
155,121,135,135
155,119,139,139
154,116,143,143
161,123,134,134
162,121,132,132
158,117,144,144
155,116,147,147
160,119,140,140
160,119,138,138
162,119,136,136
164,122,132,132
163,121,133,133
162,119,136,136
159,117,143,143
158,118,142,142
159,119,135,135
155,119,139,139
161,122,131,131
160,120,133,133
159,123,130,130
159,121,131,131
160,121,131,131
160,122,130,130
161,120,130,130
162,120,128,128
160,119,133,133
161,119,131,131
166,119,130,130
167,118,130,130
171,118,132,132
175,118,130,130
243,183,130,130
246,184,130,130
247,184,130,130
248,184,130,130
249,185,130,130
249,186,130,130
250,187,130,130
250,187,130,130
251,188,130,130
251,189,130,130
252,189,130,130
253,189,130,130
254,189,130,130
254,189,130,130
255,190,130,130
255,190,130,130
255,191,130,130
256,191,130,130
256,191,130,130
255,191,130,130
255,191,130,130
254,190,130,130
253,190,130,130
252,190,130,130
251,190,130,130
249,190,130,130
248,190,130,130
174,122,131,131
172,124,134,134
171,123,134,134
173,123,130,130
173,123,129,129
172,122,133,133
172,121,134,134
168,119,139,139
170,120,138,138
170,119,139,139
170,116,146,146
176,118,140,140
176,118,142,142
179,115,146,146
179,110,147,147
181,109,148,148
186,110,146,146
191,110,146,146
193,108,143,143
197,105,146,146
199,104,146,146
199,103,150,150
203,101,150,150
212,104,142,142
211,99,147,147
217,98,146,146
218,97,147,147
225,99,144,144
228,98,145,145
234,98,146,146
238,100,142,142
238,98,146,146
241,100,145,145
246,100,146,146
250,103,140,140
254,102,142,142
257,103,139,139
262,104,139,139
265,105,140,140
273,107,138,138
277,109,135,135
281,110,140,140
285,109,141,141
292,111,136,136
297,110,140,140
304,110,136,136
312,108,141,141
318,109,137,137
325,108,138,138
332,109,136,136
340,109,134,134
345,106,137,137
353,108,133,133
355,102,141,141
361,102,144,144
367,103,135,135
376,105,136,136
376,102,140,140
381,103,140,140
384,100,142,142
390,102,137,137
390,104,135,135
394,103,140,140
395,103,142,142
396,106,141,141
399,107,139,139
401,110,140,140
403,111,140,140
402,112,141,141
406,112,143,143
407,115,138,138
404,116,138,138
404,117,136,136
401,117,140,140
398,114,141,141
396,116,140,140
393,116,140,140
391,115,143,143
388,116,140,140
387,115,143,143
389,116,142,142
387,117,136,136
382,114,141,141
381,113,143,143
381,116,138,138
378,116,139,139
377,117,139,139
377,116,141,141
382,119,138,138
375,116,144,144
374,116,146,146
377,121,142,142
374,120,145,145
377,125,140,140
377,128,142,142
375,132,137,137
369,138,140,140
364,144,139,139
429,219,139,139
424,223,139,139
422,180,139,139
417,186,139,139
392,206,139,139
377,201,139,139
367,180,139,139
391,149,139,139
418,156,139,139
416,159,139,139
414,163,139,139
349,175,143,143
349,179,134,134
346,181,135,135
340,175,148,148
346,182,133,133
411,250,133,133
411,251,133,133
341,184,141,141
346,186,137,137
344,189,137,137
342,190,142,142
349,192,139,139
345,195,137,137
345,195,141,141
351,198,138,138
347,202,135,135
346,203,133,133
346,203,138,138
347,204,135,135
346,203,137,137
346,202,140,140
345,202,139,139
347,205,134,134
344,202,140,140
344,202,142,142
343,203,140,140
345,206,136,136
343,205,135,135
343,208,134,134
338,205,137,137
336,201,141,141
339,203,136,136
337,200,140,140
335,197,140,140
332,195,142,142
330,193,144,144
332,194,142,142
331,192,139,139
328,190,145,145
328,191,139,139
323,188,144,144
322,186,144,144
322,188,142,142
319,189,140,140
314,188,144,144
312,190,144,144
305,191,147,147
306,193,146,146
298,193,149,149
294,195,151,151
291,198,151,151
286,199,151,151
284,200,152,152
279,202,155,155
276,203,159,159
271,203,155,155
268,203,157,157
267,201,155,155
260,199,160,160
259,200,151,151
252,196,159,159
243,191,161,161
237,191,159,159
232,190,157,157
230,189,158,158
224,186,157,157
218,182,164,164
217,183,158,158
211,177,161,161
209,176,158,158
207,175,158,158
201,168,163,163
200,166,163,163
194,160,165,165
191,157,170,170
189,157,163,163
188,156,166,166
183,150,169,169
182,150,170,170
183,148,170,170
181,148,169,169
178,148,170,170
178,147,169,169
174,147,170,170
177,148,168,168
171,145,172,172
172,147,170,170
169,145,170,170
165,144,173,173
163,144,172,172
161,142,171,171
159,142,172,172
157,141,173,173
155,140,171,171
153,140,169,169
155,139,166,166
155,139,164,164
149,134,167,167
148,132,173,173
151,137,159,159
149,135,159,159
147,132,164,164
147,132,161,161
142,129,163,163
141,128,165,165
143,130,161,161
142,132,156,156
142,129,158,158
139,126,162,162
138,127,162,162
135,126,163,163
136,122,166,166
132,119,167,167
135,117,164,164
133,113,170,170
134,116,163,163
136,118,160,160
136,119,158,158
137,121,154,154
134,116,163,163
139,126,152,152
137,126,152,152
133,126,156,156
135,129,153,153
137,131,150,150
141,129,151,151
135,128,156,156
137,130,154,154
135,129,158,158
142,132,149,149
135,133,156,156
142,137,146,146
139,133,162,162
149,136,152,152
151,135,155,155
154,136,154,154
146,134,164,164
154,138,158,158
165,137,159,159
157,141,153,153
168,139,155,155
247,218,155,155
247,220,155,155
244,222,155,155
243,224,155,155
242,225,155,155
242,224,155,155
235,213,155,155
237,215,155,155
236,214,155,155
236,214,155,155
235,213,155,155
234,211,155,155
234,210,155,155
169,131,158,158
165,125,165,165
165,122,168,168
163,123,163,163
160,116,172,172
160,120,164,164
166,118,166,166
167,119,162,162
170,119,159,159
170,119,157,157
168,122,156,156
176,125,149,149
183,128,143,143
185,122,154,154
198,131,140,140
198,128,148,148
198,128,150,150
203,132,144,144
204,132,142,142
203,130,144,144
202,130,146,146
200,129,149,149
204,133,142,142
205,134,142,142
203,131,145,145
204,136,140,140
204,135,139,139
203,135,141,141
202,136,144,144
202,136,141,141
201,136,144,144
198,136,146,146
198,136,143,143
199,136,142,142
194,133,148,148
197,136,144,144
195,134,144,144
195,134,145,145
195,135,144,144
193,134,144,144
195,135,140,140
194,134,144,144
194,134,143,143
192,133,144,144
194,133,144,144
194,134,144,144
196,134,140,140
197,133,140,140
196,132,142,142
194,129,148,148
